emp_no,first_name,last_name,gender,hire_date,dept_name,title,salary,tenure_years,tenure_segment
18036,Fai,Kowalchuk,F,1985-05-15,Production,Engineer,75415,17.21,"Veteran (15+ yrs)"
18108,Sanjai,Genin,M,1985-05-16,Sales,Staff,84703,17.21,"Veteran (15+ yrs)"
10795,Supot,Naudin,M,1985-05-21,Sales,"Senior Staff",104291,17.2,"Veteran (15+ yrs)"
10978,Huiqun,Bellone,M,1985-05-18,Production,"Senior Engineer",86796,17.2,"Veteran (15+ yrs)"
11719,Claudi,Baez,M,1985-05-21,Development,Engineer,89138,17.2,"Veteran (15+ yrs)"
13614,Toshimo,Assaf,M,1985-05-18,Research,"Senior Staff",69156,17.2,"Veteran (15+ yrs)"
14560,Elrique,Driscoll,M,1985-05-21,Development,"Senior Engineer",101373,17.2,"Veteran (15+ yrs)"
15036,Ziva,Delgrande,M,1985-05-18,Development,"Senior Engineer",61396,17.2,"Veteran (15+ yrs)"
15056,Babette,Driscoll,M,1985-05-20,Production,Engineer,69133,17.2,"Veteran (15+ yrs)"
11021,Srinidhi,Henders,F,1985-05-24,Research,Staff,70945,17.19,"Veteran (15+ yrs)"
12048,Rosine,Schwabacher,M,1985-05-25,Production,"Senior Engineer",96550,17.19,"Veteran (15+ yrs)"
12341,Rasiah,Luga,M,1985-05-25,Development,"Senior Engineer",82393,17.19,"Veteran (15+ yrs)"
13146,Haldon,Erie,M,1985-05-25,Sales,"Senior Staff",95058,17.19,"Veteran (15+ yrs)"
13462,Masasuke,Suwa,F,1985-05-24,"Human Resources","Senior Staff",66648,17.19,"Veteran (15+ yrs)"
14488,Zijian,Luks,M,1985-05-25,"Human Resources","Senior Staff",87306,17.19,"Veteran (15+ yrs)"
14723,Constantino,Assaf,M,1985-05-24,"Human Resources","Senior Staff",55464,17.19,"Veteran (15+ yrs)"
14952,Raimond,Gornas,M,1985-05-24,Development,"Senior Engineer",66276,17.19,"Veteran (15+ yrs)"
14997,Kshitij,Lamba,M,1985-05-22,Development,"Senior Engineer",93102,17.19,"Veteran (15+ yrs)"
15349,Gift,Gulik,M,1985-05-23,Development,Engineer,43163,17.19,"Veteran (15+ yrs)"
16397,Shimshon,Cusworth,F,1985-05-24,Finance,"Senior Staff",106364,17.19,"Veteran (15+ yrs)"
16955,Sangeeta,Marrakchi,M,1985-05-22,Research,"Senior Staff",88000,17.19,"Veteran (15+ yrs)"
11375,Dmitri,Noriega,M,1985-05-27,Marketing,"Senior Staff",110156,17.18,"Veteran (15+ yrs)"
11843,Zongyan,Slaats,M,1985-05-26,"Quality Management","Senior Engineer",57805,17.18,"Veteran (15+ yrs)"
15865,Demin,Otillio,M,1985-05-26,Production,"Senior Engineer",57260,17.18,"Veteran (15+ yrs)"
16451,Domenick,Maierhofer,F,1985-05-27,"Human Resources","Senior Staff",75821,17.18,"Veteran (15+ yrs)"
17454,Masaru,Baezner,F,1985-05-26,Production,"Senior Engineer",83083,17.18,"Veteran (15+ yrs)"
17504,Nidapan,Comyn,M,1985-05-26,Production,"Senior Engineer",70703,17.18,"Veteran (15+ yrs)"
18237,Limsoon,Tramer,M,1985-05-26,Production,Engineer,49218,17.18,"Veteran (15+ yrs)"
11486,Itzchak,Ramaiah,M,1985-05-31,Sales,"Senior Staff",145732,17.17,"Veteran (15+ yrs)"
13969,Jianwen,Chandrasekhar,F,1985-05-29,Development,"Technique Leader",95313,17.17,"Veteran (15+ yrs)"
14376,Munenori,Serdy,M,1985-05-30,Production,"Senior Engineer",72176,17.17,"Veteran (15+ yrs)"
14669,Faiza,Hettesheimer,M,1985-05-31,Development,"Senior Engineer",74491,17.17,"Veteran (15+ yrs)"
17442,Mitchel,Mandell,F,1985-05-30,Development,"Senior Engineer",81559,17.17,"Veteran (15+ yrs)"
17728,Tsuneo,Lienhardt,M,1985-05-30,Research,Staff,62328,17.17,"Veteran (15+ yrs)"
10469,Munehiko,Ananiadou,M,1985-06-05,Research,"Senior Engineer",79598,17.16,"Veteran (15+ yrs)"
12157,Georgi,Barinka,M,1985-06-04,"Human Resources","Senior Staff",68855,17.16,"Veteran (15+ yrs)"
13876,Fatemeh,Swan,F,1985-06-04,"Human Resources","Senior Staff",81578,17.16,"Veteran (15+ yrs)"
13998,Changho,Fujisaki,M,1985-06-05,Development,"Senior Engineer",85872,17.16,"Veteran (15+ yrs)"
14073,Fumino,Rajcani,F,1985-06-03,"Customer Service","Senior Staff",71963,17.16,"Veteran (15+ yrs)"
14356,Remko,Zeidenstein,M,1985-06-04,Production,"Senior Engineer",70110,17.16,"Veteran (15+ yrs)"
14531,Armond,Ruther,F,1985-06-02,Development,"Senior Engineer",80982,17.16,"Veteran (15+ yrs)"
15033,Junichi,Thambidurai,M,1985-06-04,"Human Resources","Senior Staff",68137,17.16,"Veteran (15+ yrs)"
16648,Heather,Kropatsch,M,1985-06-04,Sales,"Senior Staff",88092,17.16,"Veteran (15+ yrs)"
11058,Shigeaki,Cyre,M,1985-06-07,Research,"Senior Staff",70453,17.15,"Veteran (15+ yrs)"
11244,Navin,Restivo,F,1985-06-08,"Customer Service","Senior Staff",83132,17.15,"Veteran (15+ yrs)"
12305,Marek,Ferriere,M,1985-06-06,Production,Engineer,45537,17.15,"Veteran (15+ yrs)"
14291,Berhard,Rodier,F,1985-06-08,Production,Engineer,65348,17.15,"Veteran (15+ yrs)"
15253,Ayonca,Pardalos,M,1985-06-06,Production,"Senior Engineer",69914,17.15,"Veteran (15+ yrs)"
15767,Baocai,Broomell,M,1985-06-08,Production,"Senior Engineer",79121,17.15,"Veteran (15+ yrs)"
10330,Kasturi,Bellmore,M,1985-06-12,Sales,Staff,97400,17.14,"Veteran (15+ yrs)"
10743,Kiyomitsu,Peltason,M,1985-06-10,Finance,Staff,80074,17.14,"Veteran (15+ yrs)"
11530,Oscar,Jarecki,M,1985-06-10,Sales,"Senior Staff",74872,17.14,"Veteran (15+ yrs)"
11645,Olivera,Setia,M,1985-06-10,Production,Engineer,98169,17.14,"Veteran (15+ yrs)"
13190,Stepehn,Kowalchuk,M,1985-06-12,"Human Resources","Senior Staff",70458,17.14,"Veteran (15+ yrs)"
13487,Geoffrey,Claffy,F,1985-06-12,Marketing,"Senior Staff",98540,17.14,"Veteran (15+ yrs)"
13620,Elvis,Dolinsky,M,1985-06-12,Production,"Senior Engineer",93205,17.14,"Veteran (15+ yrs)"
13999,Florian,Crouzet,M,1985-06-11,"Human Resources","Senior Staff",54704,17.14,"Veteran (15+ yrs)"
16851,Leon,Stasinski,M,1985-06-09,"Human Resources","Senior Staff",90811,17.14,"Veteran (15+ yrs)"
16986,Hirochika,Gecseg,M,1985-06-12,Production,"Senior Engineer",80468,17.14,"Veteran (15+ yrs)"
17931,Lidong,Muniz,F,1985-06-10,Production,"Senior Engineer",82027,17.14,"Veteran (15+ yrs)"
10277,Isaac,Schwartzbauer,M,1985-06-16,Sales,"Senior Staff",91882,17.13,"Veteran (15+ yrs)"
12496,Guiseppe,Chimia,M,1985-06-15,"Customer Service","Technique Leader",61412,17.13,"Veteran (15+ yrs)"
13942,Elzbieta,Esteva,M,1985-06-13,Development,"Technique Leader",53171,17.13,"Veteran (15+ yrs)"
14089,Cordelia,Anguita,M,1985-06-14,Development,"Senior Engineer",71136,17.13,"Veteran (15+ yrs)"
14152,Vishu,Cesareni,F,1985-06-16,"Quality Management","Senior Engineer",73305,17.13,"Veteran (15+ yrs)"
14413,Shim,Masand,M,1985-06-13,Sales,"Senior Staff",85878,17.13,"Veteran (15+ yrs)"
14542,Keiichiro,Navazio,M,1985-06-16,Production,"Senior Staff",82064,17.13,"Veteran (15+ yrs)"
16002,Shigeu,Coullard,M,1985-06-16,Development,"Senior Engineer",83802,17.13,"Veteran (15+ yrs)"
16945,Ramzi,McConalogue,M,1985-06-13,Development,"Senior Engineer",83760,17.13,"Veteran (15+ yrs)"
17235,Ronnie,Rissanen,M,1985-06-13,Development,"Senior Engineer",60052,17.13,"Veteran (15+ yrs)"
10633,Sorina,Herber,M,1985-06-17,Sales,Staff,96424,17.12,"Veteran (15+ yrs)"
10988,Chinya,Deyuan,M,1985-06-19,Development,"Senior Engineer",86877,17.12,"Veteran (15+ yrs)"
11081,Barry,Boyle,M,1985-06-17,Finance,"Senior Staff",105429,17.12,"Veteran (15+ yrs)"
13217,Taiji,Lamparter,F,1985-06-18,Research,"Senior Staff",64690,17.12,"Veteran (15+ yrs)"
14429,Marek,Koblick,M,1985-06-18,Sales,"Senior Staff",79582,17.12,"Veteran (15+ yrs)"
16431,Jinxi,Valette,M,1985-06-19,Research,"Senior Staff",103512,17.12,"Veteran (15+ yrs)"
10309,Prodip,Schusler,F,1985-06-20,Development,"Assistant Engineer",63757,17.11,"Veteran (15+ yrs)"
11542,Maia,Kawashima,M,1985-06-20,"Human Resources","Senior Staff",73205,17.11,"Veteran (15+ yrs)"
11584,Pradeep,Waymire,F,1985-06-20,Development,"Senior Engineer",81329,17.11,"Veteran (15+ yrs)"
12199,Huan,Poupard,F,1985-06-22,Sales,"Senior Staff",137240,17.11,"Veteran (15+ yrs)"
12608,Nectarios,Mondadori,M,1985-06-23,"Human Resources","Senior Staff",66620,17.11,"Veteran (15+ yrs)"
13697,Shuichi,Weedon,M,1985-06-20,Development,"Technique Leader",67172,17.11,"Veteran (15+ yrs)"
13915,Oguz,Bouloucos,M,1985-06-22,Development,"Technique Leader",60603,17.11,"Veteran (15+ yrs)"
17840,Tonny,Sherertz,M,1985-06-20,Development,"Senior Engineer",100439,17.11,"Veteran (15+ yrs)"
11239,Gurbir,Kenevan,F,1985-06-25,Sales,"Senior Staff",107332,17.1,"Veteran (15+ yrs)"
11767,Ortrud,Kusakabe,M,1985-06-24,Development,Engineer,90532,17.1,"Veteran (15+ yrs)"
14242,Sudhanshu,Benaini,F,1985-06-27,"Customer Service","Senior Staff",84725,17.1,"Veteran (15+ yrs)"
14363,Phule,Yemenis,M,1985-06-27,"Quality Management","Senior Engineer",96691,17.1,"Veteran (15+ yrs)"
14582,Kiyokazu,Morrin,M,1985-06-26,Development,"Senior Engineer",47413,17.1,"Veteran (15+ yrs)"
15066,Tomokazu,Oaver,M,1985-06-25,Development,"Senior Engineer",59302,17.1,"Veteran (15+ yrs)"
15902,Kazuhide,Stille,F,1985-06-27,Research,"Senior Staff",74935,17.1,"Veteran (15+ yrs)"
16246,Makato,Masaki,M,1985-06-25,Production,Engineer,47246,17.1,"Veteran (15+ yrs)"
17870,Zhenbing,Viele,M,1985-06-24,"Quality Management","Senior Engineer",74088,17.1,"Veteran (15+ yrs)"
18003,Slavian,Grandbois,M,1985-06-25,Development,"Senior Engineer",74577,17.1,"Veteran (15+ yrs)"
18065,Chriss,Wroclawski,M,1985-06-27,Sales,"Senior Staff",80629,17.1,"Veteran (15+ yrs)"
10318,Mototsugu,Beilner,F,1985-06-29,Development,"Senior Engineer",99371,17.09,"Veteran (15+ yrs)"
15474,Gilbert,Plumb,M,1985-06-30,Sales,"Senior Staff",103331,17.09,"Veteran (15+ yrs)"
10768,Ishfaq,Candan,M,1985-07-04,Production,"Senior Engineer",102666,17.08,"Veteran (15+ yrs)"
11518,Jinxi,Oxman,M,1985-07-03,"Human Resources","Senior Staff",58419,17.08,"Veteran (15+ yrs)"
13695,Sakthirel,Tsukuda,M,1985-07-02,Marketing,"Senior Staff",106788,17.08,"Veteran (15+ yrs)"
15726,Zhilian,Parascandalo,M,1985-07-03,Marketing,"Senior Staff",85649,17.08,"Veteran (15+ yrs)"
16326,Suvo,Beerel,F,1985-07-03,"Human Resources","Senior Staff",76341,17.08,"Veteran (15+ yrs)"
16754,Udi,Linares,M,1985-07-03,Finance,"Senior Staff",80823,17.08,"Veteran (15+ yrs)"
16802,Ymte,Bahk,M,1985-07-03,Marketing,"Senior Staff",76713,17.08,"Veteran (15+ yrs)"
10233,Lein,Vendrig,F,1985-07-05,"Human Resources","Senior Staff",49236,17.07,"Veteran (15+ yrs)"
10426,Arunas,Luce,F,1985-07-06,Development,"Technique Leader",98636,17.07,"Veteran (15+ yrs)"
11148,Zhanqiu,Botman,F,1985-07-06,"Human Resources","Senior Staff",79041,17.07,"Veteran (15+ yrs)"
11580,Chanjung,Tanemo,M,1985-07-06,Production,"Senior Engineer",77882,17.07,"Veteran (15+ yrs)"
12912,Zejun,Yoshizawa,F,1985-07-08,"Customer Service","Senior Staff",69135,17.07,"Veteran (15+ yrs)"
13399,Ute,Gischer,M,1985-07-06,Production,"Senior Engineer",70979,17.07,"Veteran (15+ yrs)"
13465,Sasan,Rehfuss,M,1985-07-08,Production,Engineer,53791,17.07,"Veteran (15+ yrs)"
13474,Szabolcs,Meriste,F,1985-07-07,Development,"Senior Engineer",78789,17.07,"Veteran (15+ yrs)"
13561,Fai,Thebaut,F,1985-07-05,Production,"Senior Engineer",79633,17.07,"Veteran (15+ yrs)"
14282,Claudi,Aumann,M,1985-07-06,Sales,"Senior Staff",104934,17.07,"Veteran (15+ yrs)"
14847,Matk,Perng,M,1985-07-06,Sales,"Senior Staff",84768,17.07,"Veteran (15+ yrs)"
14897,Alair,Grabner,M,1985-07-07,Research,"Senior Staff",68829,17.07,"Veteran (15+ yrs)"
16549,Olivera,Thibadeau,M,1985-07-06,Finance,"Senior Staff",72202,17.07,"Veteran (15+ yrs)"
17238,Achilleas,Schach,M,1985-07-07,Sales,"Senior Staff",138233,17.07,"Veteran (15+ yrs)"
17273,Aiichiro,Verhaegen,M,1985-07-06,Production,"Senior Engineer",112159,17.07,"Veteran (15+ yrs)"
17340,Yurii,Brookman,M,1985-07-05,Finance,"Senior Staff",106500,17.07,"Veteran (15+ yrs)"
10076,Erez,Ritzmann,F,1985-07-09,Development,"Senior Engineer",62921,17.06,"Veteran (15+ yrs)"
13653,Kristen,Iivonen,M,1985-07-11,"Human Resources","Senior Staff",81926,17.06,"Veteran (15+ yrs)"
16044,Mang,Heinisuo,F,1985-07-11,"Customer Service","Senior Staff",103159,17.06,"Veteran (15+ yrs)"
17270,Persi,Coombs,F,1985-07-09,Development,Engineer,55239,17.06,"Veteran (15+ yrs)"
10655,Remko,Dalton,F,1985-07-14,Sales,"Senior Staff",99498,17.05,"Veteran (15+ yrs)"
11038,Jinya,Beidas,M,1985-07-15,Research,"Senior Staff",89602,17.05,"Veteran (15+ yrs)"
11142,Moheb,Raney,M,1985-07-13,Development,"Senior Engineer",51774,17.05,"Veteran (15+ yrs)"
11465,Tomoyuki,Porenta,M,1985-07-14,Research,"Senior Engineer",71537,17.05,"Veteran (15+ yrs)"
12990,Kristina,Benaini,M,1985-07-12,"Quality Management","Senior Engineer",94575,17.05,"Veteran (15+ yrs)"
15961,Yucel,Pargas,F,1985-07-15,Production,"Technique Leader",48198,17.05,"Veteran (15+ yrs)"
16061,Sverrir,Luan,M,1985-07-12,"Customer Service","Senior Engineer",83729,17.05,"Veteran (15+ yrs)"
12159,Shem,Perly,M,1985-07-17,Development,"Senior Engineer",103268,17.04,"Veteran (15+ yrs)"
15503,Stamatina,Tagansky,F,1985-07-18,Sales,"Senior Staff",94853,17.04,"Veteran (15+ yrs)"
16920,Uta,Randt,F,1985-07-17,"Quality Management","Senior Engineer",74653,17.04,"Veteran (15+ yrs)"
17503,Yonghoan,Murillo,M,1985-07-18,"Customer Service","Senior Engineer",71964,17.04,"Veteran (15+ yrs)"
10989,Sumali,Candan,F,1985-07-20,Finance,"Senior Staff",73713,17.03,"Veteran (15+ yrs)"
11350,Zito,Moehrke,M,1985-07-21,Development,"Senior Engineer",66878,17.03,"Veteran (15+ yrs)"
12251,Iara,Hiraishi,M,1985-07-20,"Quality Management","Senior Engineer",119048,17.03,"Veteran (15+ yrs)"
12422,Berhard,Demos,F,1985-07-20,"Human Resources","Senior Staff",79148,17.03,"Veteran (15+ yrs)"
15648,Shaunak,Suppi,M,1985-07-20,"Quality Management","Senior Engineer",83982,17.03,"Veteran (15+ yrs)"
17429,Aris,Ossenbruggen,M,1985-07-19,Sales,"Senior Staff",89648,17.03,"Veteran (15+ yrs)"
17443,Arne,Thorelli,M,1985-07-20,Development,"Senior Engineer",96929,17.03,"Veteran (15+ yrs)"
17764,Eberhardt,Koprowski,F,1985-07-21,Research,"Senior Staff",54403,17.03,"Veteran (15+ yrs)"
17945,Jovan,Broomell,M,1985-07-20,Sales,"Senior Staff",96999,17.03,"Veteran (15+ yrs)"
10702,Bader,Szemeredi,M,1985-07-23,Development,"Senior Engineer",76094,17.02,"Veteran (15+ yrs)"
10836,Jianhua,Leivant,F,1985-07-26,"Customer Service","Senior Staff",99085,17.02,"Veteran (15+ yrs)"
10862,Zhenbing,Kadhim,F,1985-07-23,Sales,"Senior Staff",106685,17.02,"Veteran (15+ yrs)"
11070,Adib,Raney,M,1985-07-24,"Quality Management","Senior Engineer",79163,17.02,"Veteran (15+ yrs)"
15592,Mohit,Conde,F,1985-07-24,Development,"Senior Engineer",70216,17.02,"Veteran (15+ yrs)"
16354,Maren,Siochi,F,1985-07-23,Production,"Senior Engineer",73452,17.02,"Veteran (15+ yrs)"
17733,Monique,Jonsson,M,1985-07-24,Production,"Senior Engineer",69342,17.02,"Veteran (15+ yrs)"
10835,Tomoyuki,Kermarrec,M,1985-07-28,Production,Engineer,54619,17.01,"Veteran (15+ yrs)"
13524,Chaoyi,Porotnikoff,F,1985-07-27,Sales,"Senior Staff",67439,17.01,"Veteran (15+ yrs)"
13792,Valery,Sury,M,1985-07-27,Finance,"Senior Staff",94994,17.01,"Veteran (15+ yrs)"
14513,Samphel,Barreiro,M,1985-07-28,Marketing,"Senior Staff",111073,17.01,"Veteran (15+ yrs)"
16660,Xiong,Tasistro,F,1985-07-28,Development,"Senior Engineer",85586,17.01,"Veteran (15+ yrs)"
18227,Shugo,Dulay,M,1985-07-28,Finance,"Senior Staff",94302,17.01,"Veteran (15+ yrs)"
10372,Anneli,Frijda,F,1985-07-30,Production,"Technique Leader",85455,17.0,"Veteran (15+ yrs)"
10386,Eishiro,Miyakawa,F,1985-08-02,Development,"Senior Engineer",88725,17.0,"Veteran (15+ yrs)"
10720,Odinaldo,Kruskal,M,1985-08-01,Production,"Senior Staff",59008,17.0,"Veteran (15+ yrs)"
12136,Slavian,Huxford,F,1985-08-02,"Quality Management","Senior Engineer",76808,17.0,"Veteran (15+ yrs)"
13383,Richard,Birke,M,1985-07-30,"Human Resources","Senior Staff",95366,17.0,"Veteran (15+ yrs)"
13737,Supot,Fairtlough,M,1985-08-01,Development,"Senior Engineer",87639,17.0,"Veteran (15+ yrs)"
14697,Emdad,Thibadeau,F,1985-08-02,Research,"Senior Staff",79241,17.0,"Veteran (15+ yrs)"
15147,Kwangyoen,Pesch,M,1985-07-31,Development,"Senior Engineer",85739,17.0,"Veteran (15+ yrs)"
15876,Munehiro,Vakili,F,1985-08-02,Development,"Senior Engineer",99257,17.0,"Veteran (15+ yrs)"
16019,Chaoyi,Heystek,F,1985-08-01,Research,"Senior Engineer",75959,17.0,"Veteran (15+ yrs)"
16807,Ghassan,Ginesta,F,1985-07-31,"Customer Service",Staff,56471,17.0,"Veteran (15+ yrs)"
14495,Tokuyasu,Denna,M,1985-08-03,"Human Resources","Senior Staff",69179,16.99,"Veteran (15+ yrs)"
14850,Shigehiro,Tchuente,M,1985-08-03,Finance,Staff,48742,16.99,"Veteran (15+ yrs)"
16595,Venkatesan,Oaver,F,1985-08-06,Finance,Staff,63506,16.99,"Veteran (15+ yrs)"
18138,Moni,Baezner,M,1985-08-05,Development,"Senior Staff",84003,16.99,"Veteran (15+ yrs)"
10651,Zijian,Maginnis,M,1985-08-07,Research,"Senior Staff",52552,16.98,"Veteran (15+ yrs)"
11051,Przemyslawa,Erol,F,1985-08-09,Production,"Senior Engineer",60101,16.98,"Veteran (15+ yrs)"
16230,Ung,Babu,M,1985-08-08,Production,"Senior Staff",55694,16.98,"Veteran (15+ yrs)"
18147,Mahmut,Bierbaum,F,1985-08-07,Research,"Senior Staff",79734,16.98,"Veteran (15+ yrs)"
10968,Lakshmi,Kolinko,M,1985-08-11,Sales,"Senior Staff",102344,16.97,"Veteran (15+ yrs)"
11041,Stamatina,Matheson,M,1985-08-12,"Quality Management","Senior Engineer",76385,16.97,"Veteran (15+ yrs)"
11732,Sanjoy,Ranft,F,1985-08-11,"Customer Service","Senior Engineer",47113,16.97,"Veteran (15+ yrs)"
12290,Jeanne,Braccini,F,1985-08-10,Sales,"Senior Staff",89980,16.97,"Veteran (15+ yrs)"
12308,Mototsugu,Cronau,M,1985-08-11,"Human Resources","Senior Staff",93238,16.97,"Veteran (15+ yrs)"
12833,Jaideep,Tibblin,M,1985-08-12,Development,"Senior Engineer",62138,16.97,"Veteran (15+ yrs)"
12988,Christoph,Lanzelotte,M,1985-08-12,Production,"Senior Engineer",72496,16.97,"Veteran (15+ yrs)"
14120,Horward,Rabejac,F,1985-08-11,Production,"Senior Engineer",62899,16.97,"Veteran (15+ yrs)"
14262,Mizuhito,Flexer,F,1985-08-12,"Customer Service",Staff,58535,16.97,"Veteran (15+ yrs)"
15092,Remmert,Bahi,F,1985-08-12,"Customer Service","Senior Staff",83480,16.97,"Veteran (15+ yrs)"
16055,Akeel,Heyers,M,1985-08-12,Production,"Senior Engineer",69152,16.97,"Veteran (15+ yrs)"
16849,Kinh,Uhrik,M,1985-08-13,Production,"Senior Engineer",74447,16.97,"Veteran (15+ yrs)"
17436,Chirstian,Munawer,M,1985-08-12,Sales,"Senior Staff",106178,16.97,"Veteran (15+ yrs)"
18072,Cedric,Kalsbeek,M,1985-08-11,"Customer Service","Senior Staff",76421,16.97,"Veteran (15+ yrs)"
18196,Sachio,Taneja,F,1985-08-10,"Customer Service","Senior Engineer",89889,16.97,"Veteran (15+ yrs)"
10319,Mechthild,Miyakawa,M,1985-08-15,Sales,"Senior Staff",106263,16.96,"Veteran (15+ yrs)"
10879,Muzhong,Chleq,F,1985-08-15,Development,"Senior Engineer",91902,16.96,"Veteran (15+ yrs)"
12534,Yongmao,Gerlach,M,1985-08-14,Production,"Senior Engineer",87918,16.96,"Veteran (15+ yrs)"
13338,Tonny,Gecsel,M,1985-08-16,Production,"Senior Engineer",79585,16.96,"Veteran (15+ yrs)"
14126,Neven,Gubsky,F,1985-08-15,Production,"Senior Engineer",75129,16.96,"Veteran (15+ yrs)"
16025,Doowon,Luce,F,1985-08-17,Development,"Senior Engineer",120033,16.96,"Veteran (15+ yrs)"
16627,Hongzhu,Nyanchama,M,1985-08-16,Development,"Senior Engineer",63064,16.96,"Veteran (15+ yrs)"
17705,Toshimo,Mellouli,M,1985-08-14,Production,"Technique Leader",79166,16.96,"Veteran (15+ yrs)"
10716,Aiman,Constantine,M,1985-08-20,Development,"Senior Engineer",78299,16.95,"Veteran (15+ yrs)"
17426,Sigeru,Cyne,M,1985-08-19,Finance,Staff,68028,16.95,"Veteran (15+ yrs)"
10802,Masato,Setlzner,M,1985-08-24,Production,"Senior Engineer",68904,16.94,"Veteran (15+ yrs)"
12897,Gaurav,Zhiwei,F,1985-08-24,Production,Engineer,66894,16.94,"Veteran (15+ yrs)"
15035,Sanjai,Kranzdorf,F,1985-08-22,Production,"Senior Engineer",82283,16.94,"Veteran (15+ yrs)"
15244,Gina,Bail,F,1985-08-22,Development,"Senior Engineer",105757,16.94,"Veteran (15+ yrs)"
15412,Huai,Thiria,M,1985-08-23,Development,"Senior Engineer",98327,16.94,"Veteran (15+ yrs)"
17559,Annemarie,Papastamatiou,M,1985-08-23,Research,"Senior Engineer",59628,16.94,"Veteran (15+ yrs)"
17879,Bartek,Conti,M,1985-08-21,Development,"Senior Engineer",67681,16.94,"Veteran (15+ yrs)"
17993,Khue,Rando,M,1985-08-21,Marketing,"Senior Staff",84558,16.94,"Veteran (15+ yrs)"
11749,Masamitsu,Penttonen,M,1985-08-26,Development,"Senior Engineer",54509,16.93,"Veteran (15+ yrs)"
12256,Guadalupe,Reghbati,F,1985-08-26,"Human Resources","Senior Staff",72726,16.93,"Veteran (15+ yrs)"
12662,Leucio,Alvarado,M,1985-08-27,Development,Engineer,106235,16.93,"Veteran (15+ yrs)"
12806,Mayuri,Ramamoorthy,M,1985-08-27,"Customer Service",Staff,49105,16.93,"Veteran (15+ yrs)"
12979,Aluzio,Ladret,M,1985-08-28,Production,"Senior Engineer",97715,16.93,"Veteran (15+ yrs)"
13182,Kokou,Rodite,M,1985-08-27,Production,Engineer,53353,16.93,"Veteran (15+ yrs)"
13721,Sugwoo,Delgrossi,F,1985-08-25,Sales,"Senior Staff",65650,16.93,"Veteran (15+ yrs)"
14034,Aloys,Seghrouchni,M,1985-08-26,Finance,"Senior Staff",95058,16.93,"Veteran (15+ yrs)"
14305,Duri,Bazelow,F,1985-08-26,Production,"Senior Engineer",63618,16.93,"Veteran (15+ yrs)"
14354,Mong,Bojadziev,M,1985-08-28,Sales,"Senior Staff",79298,16.93,"Veteran (15+ yrs)"
15290,Sadegh,Marzano,F,1985-08-25,Production,Engineer,56029,16.93,"Veteran (15+ yrs)"
16974,Duangkaew,Shokrollahi,M,1985-08-27,Development,"Technique Leader",91937,16.93,"Veteran (15+ yrs)"
10198,Pranav,Furedi,M,1985-08-31,Development,"Senior Engineer",69268,16.92,"Veteran (15+ yrs)"
11106,Aris,Iwayama,F,1985-08-31,Development,"Senior Engineer",108369,16.92,"Veteran (15+ yrs)"
11249,Randi,Cyre,M,1985-08-29,Development,Engineer,76694,16.92,"Veteran (15+ yrs)"
11324,Kauko,Billingsley,F,1985-08-29,Production,"Senior Engineer",91448,16.92,"Veteran (15+ yrs)"
12554,Debatosh,Muhling,M,1985-08-29,Production,"Senior Engineer",92480,16.92,"Veteran (15+ yrs)"
16094,Berto,Rosar,M,1985-08-31,Development,"Senior Engineer",71173,16.92,"Veteran (15+ yrs)"
10579,Aiman,Stentiford,M,1985-09-01,Development,"Senior Engineer",91304,16.91,"Veteran (15+ yrs)"
10726,Zita,Minakawa,F,1985-09-01,Development,"Senior Engineer",61163,16.91,"Veteran (15+ yrs)"
10864,Elliott,Spieker,F,1985-09-04,Sales,"Senior Staff",86188,16.91,"Veteran (15+ yrs)"
12387,Lijie,Landherr,M,1985-09-02,Production,"Senior Engineer",75051,16.91,"Veteran (15+ yrs)"
13133,Guther,Senzako,M,1985-09-03,"Customer Service","Senior Staff",97975,16.91,"Veteran (15+ yrs)"
16223,Eckart,Marsiglia,M,1985-09-04,Development,"Senior Engineer",79553,16.91,"Veteran (15+ yrs)"
16355,Nikolaos,Luca,M,1985-09-02,Sales,"Senior Staff",111797,16.91,"Veteran (15+ yrs)"
17547,Jiann,Heuser,M,1985-09-02,Production,Engineer,61572,16.91,"Veteran (15+ yrs)"
