emp_no,first_name,last_name,gender,hire_date,salary,salary_from
13473,Mooi,Bruckman,M,1986-12-16,101715,2001-12-12
10107,Dung,Baca,F,1994-03-22,101676,2002-03-29
14621,Souichi,Wixon,F,1986-04-15,101661,2002-01-16
16944,Yuguang,Shobatake,F,1990-10-13,101647,2002-07-29
15495,Sven,Rotem,M,1988-05-25,101642,2002-05-22
12742,Supot,Bhattacharjee,F,1990-03-11,101604,2002-03-08
14184,Nalini,Barvinok,M,1986-08-24,101604,2001-08-20
13356,Thodoros,Lukaszewicz,M,1987-07-17,101600,2002-07-13
12537,Avishai,Gonthier,M,1991-05-30,101579,2002-05-17
14538,Itzchak,Krone,F,1993-09-08,101574,2002-05-13
11061,Pintsang,Erni,M,1993-02-19,101549,2002-02-17
17230,Gift,Eldridge,M,1992-03-10,101540,2002-03-08
13559,Etsuo,Yurek,M,1992-11-03,101468,2001-11-01
15130,Mohua,Puppo,M,1986-06-24,101464,2002-06-20
16420,Achilleas,Oberman,F,1988-02-01,101435,2002-01-28
10778,Selwyn,Merey,M,1986-07-04,101432,2002-06-30
16304,Stepehn,Hiroyama,M,1987-09-05,101422,2002-01-03
14560,Elrique,Driscoll,M,1985-05-21,101373,2002-05-17
15181,Leif,Reghbati,F,1992-08-13,101294,2001-08-11
10887,Lunjin,DeMori,M,1989-03-16,101291,2002-03-14
10300,Tadahiko,Ulupinar,F,1991-05-17,101239,2002-05-14
17470,Genevieve,Lichtner,M,1986-07-23,101205,2002-07-19
11730,Tzu,Delaune,M,1997-10-10,101194,2001-11-12
11693,Hideo,Coorg,M,1989-03-13,101179,2001-08-21
16836,Mostafa,Nergos,M,1989-03-11,101162,2002-07-18
13276,Yechiam,Seuren,M,1986-03-09,101156,2002-03-05
14721,Jordanka,Vanwelkenhuysen,F,1988-04-06,101116,2002-04-02
17532,Demin,Krone,M,1989-07-02,101047,2002-02-06
11969,Sibyl,Lorcy,M,1994-09-27,101046,2002-04-14
15542,Mariangiola,Hardjono,F,1988-04-26,100979,2002-04-23
10690,Matt,Jumpertz,F,1989-08-22,100949,2001-08-19
12396,Lubomir,Ginesta,F,1988-11-02,100919,2001-10-30
10486,Amstein,Kossowski,F,1987-10-08,100894,2001-10-04
12036,Mads,Ratzlaff,M,1986-09-05,100845,2001-09-01
11672,Munir,Businaro,M,1987-12-02,100835,2002-07-26
16970,Renee,Haraldson,M,1990-04-22,100790,2002-04-19
16654,Arnd,Fargier,M,1990-02-20,100700,2002-02-17
10458,Gina,Engelmann,F,1988-07-23,100685,2002-07-03
11698,Arun,Azevdeo,M,1991-06-28,100669,2002-07-30
14182,Abdulla,Encarnacion,F,1989-07-04,100642,2002-06-03
15464,Slavian,Glinert,M,1986-10-25,100622,2001-10-21
16936,Vitaly,Baar,F,1989-12-08,100617,2001-09-25
17102,Radhika,Garnick,F,1985-04-03,100538,2002-01-15
14581,Gao,Condotta,F,1988-06-28,100478,2002-06-25
10962,Naraig,Kugler,F,1986-12-16,100477,2001-12-12
11513,Otmar,Mahnke,M,1986-03-27,100474,2001-08-23
18244,Patricio,Dalton,M,1989-03-31,100467,2002-06-02
14094,Masaru,Gajiwala,F,1986-11-08,100451,2002-02-07
12249,Eldridge,Sadowski,M,1987-02-28,100448,2002-06-17
17840,Tonny,Sherertz,M,1985-06-20,100439,2002-06-16
17881,Sushant,Pavlopoulou,M,1990-10-24,100393,2001-10-21
16364,Yifei,Gini,M,1988-09-19,100348,2001-09-16
14876,Tadahiko,Ibel,F,1988-07-29,100207,2002-07-26
13236,Flemming,Axelband,F,1991-12-07,100195,2001-12-04
10150,Zhenbing,Perng,F,1986-11-16,100182,2001-11-12
11009,Alper,Axelband,F,1986-09-09,100178,2001-09-05
10718,Adib,Rullman,M,1988-07-21,100158,2002-07-18
13476,Niclas,Broomell,M,1985-05-01,100144,2002-04-27
14724,Aron,Lemarechal,M,1986-09-10,100143,2001-09-06
12604,Minghong,Conti,M,1985-05-04,100107,2001-10-10
13428,Sanjai,Kalloufi,M,1993-10-29,100054,2001-10-27
16782,Premsyl,Redmiles,F,1989-01-03,100033,2001-12-31
10297,Narain,Oaver,F,1986-05-28,100018,2002-05-24
14321,Shugo,Falby,F,1994-04-11,100000,2002-06-01
15889,Sasan,Azumi,M,1986-02-03,99963,2002-01-30
17459,Xuejun,Delgrange,F,1988-04-24,99957,2002-04-21
10893,Danil,Kropatsch,M,1989-08-23,99925,2001-08-20
17475,Mingdong,Callaway,F,1987-02-28,99911,2002-02-24
14867,Boguslaw,Bauknecht,M,1989-02-27,99872,2002-02-24
10832,Hidde,Bergere,F,1986-10-11,99869,2001-10-07
11211,Yurij,Rissland,M,1985-09-17,99858,2001-09-13
10416,Uli,Keustermans,M,1989-03-24,99825,2002-03-21
12120,Eckart,Schrift,M,1986-06-20,99814,2002-06-16
15956,Elvia,Matzen,M,1985-05-03,99780,2002-04-29
14614,Christoph,Raczkowsky,F,1988-03-13,99767,2002-06-29
17692,Dinkar,Bergere,M,1990-01-30,99743,2002-01-27
11188,Kazuyasu,Kushner,F,1987-04-23,99737,2002-04-19
10559,Arumugam,Comellas,F,1988-01-06,99733,2002-04-03
17123,Aruna,Beausoleil,F,1991-07-03,99711,2002-06-30
16638,Masanao,Rouquie,F,1992-03-05,99709,2002-03-03
17528,Arlette,Streit,F,1987-03-28,99702,2001-10-18
10619,Vivian,Kusakabe,M,1989-03-24,99689,2002-04-06
14422,Toshimo,Gadepally,M,1985-10-20,99682,2001-10-16
12400,Genki,Winter,M,1995-02-25,99676,2002-02-27
11478,Nidapan,Ginneken,M,1993-08-29,99674,2001-09-09
10017,Cristinel,Bouloucos,F,1993-08-03,99651,2002-08-01
14142,Macha,Beausoleil,M,1991-06-21,99645,2001-12-17
11936,Oddvar,Jonsson,F,1993-05-26,99533,2001-11-19
12815,Sushant,Junot,M,1985-02-27,99521,2002-02-23
15165,Hausi,Morrin,M,1991-03-19,99509,2002-03-16
14707,Dung,Barreiro,M,1989-06-09,99505,2001-10-22
10655,Remko,Dalton,F,1985-07-14,99498,2002-07-03
15840,Shuho,Solares,F,1991-02-02,99455,2002-05-06
14628,Pranjal,Vandervoorde,F,1989-02-20,99445,2002-02-20
10921,Mara,Bahi,F,1986-07-27,99406,2002-07-23
12020,Hitomi,Uludag,M,1988-08-09,99393,2001-08-06
16215,Duri,Eiron,M,1994-02-05,99390,2002-02-03
17440,Hugh,Rosch,F,1992-07-06,99374,2002-07-04
10318,Mototsugu,Beilner,F,1985-06-29,99371,2002-03-19
16274,Sadun,Navazio,M,1986-05-19,99341,2002-05-15
17690,Panayotis,Angelopoulos,F,1986-03-24,99339,2002-07-01
12241,Ulises,Rando,M,1987-03-30,99333,2002-03-26
17142,Rosalyn,Vanwelkenhuysen,F,1988-05-21,99329,2002-05-18
16270,Khoa,Thorelli,M,1991-03-10,99307,2002-07-02
18035,Shmuel,Haumacher,M,1989-05-23,99285,2002-05-20
10553,Rajmohan,Wallrath,F,1985-10-27,99276,2002-07-19
14516,Kristian,Underwood,F,1986-11-26,99268,2002-04-04
15876,Munehiro,Vakili,F,1985-08-02,99257,2002-07-29
12327,DAIDA,Bruckman,M,1986-10-16,99253,2001-10-12
12926,Heekeun,Luby,M,1985-12-24,99244,2001-12-20
14820,Poornachandra,Bratsberg,M,1991-09-10,99233,2001-09-07
18041,Ioana,Wossner,M,1987-06-05,99221,2002-06-01
14212,Jaana,Bardell,F,1990-03-10,99207,2002-03-07
13763,Etsuo,Tsukune,F,1988-06-09,99196,2002-06-26
14115,Francesca,Mayerwieser,M,1987-10-28,99195,2001-10-24
13516,Shir,Perna,F,1988-05-01,99178,2002-04-28
12624,Zhongwei,Zykh,M,1986-01-25,99167,2002-01-21
17662,Berry,Valtorta,M,1992-10-27,99153,2001-10-25
17298,Deborah,Kowalchuk,F,1988-09-16,99138,2001-09-13
10705,Hironobu,Wynblatt,M,1990-07-18,99116,2002-07-15
12858,Jianwen,Driscoll,M,1987-06-02,99094,2002-05-29
16616,Danai,Staelin,M,1989-10-28,99087,2001-10-25
10836,Jianhua,Leivant,F,1985-07-26,99085,2001-08-06
18023,Valeri,Chenoweth,F,1985-05-17,99057,2002-05-13
16267,Divine,Beznosov,M,1986-09-30,99028,2001-09-26
11189,Dante,Bodoff,F,1991-09-07,99020,2001-09-04
11991,Qunsheng,Esteva,M,1985-09-29,98998,2001-09-25
10399,Guenter,Marchegay,F,1985-05-07,98993,2002-01-25
13606,Tuval,Feldmann,M,1996-11-04,98968,2001-11-03
17731,Gennady,Roison,M,1989-12-06,98961,2001-12-03
12735,Valter,Steinauer,F,1989-08-19,98951,2001-08-16
17344,Chiranjit,Ranum,M,1989-08-04,98845,2002-08-01
13116,Constantino,Sury,M,1987-10-25,98793,2001-10-21
13034,Arunas,Rosen,F,1992-06-23,98776,2002-06-21
15681,Shigehiro,Sewelson,M,1988-08-18,98745,2002-05-24
12221,Vincent,Melter,M,1985-09-16,98744,2001-09-12
17526,Jungsoon,Kornyak,M,1989-09-04,98719,2001-12-28
10299,Ipke,Stentiford,F,1990-01-10,98711,2002-01-07
11520,Pranas,Jervis,F,1991-11-20,98701,2001-11-17
12489,Arnould,Munck,F,1986-04-11,98670,2002-04-06
10426,Arunas,Luce,F,1985-07-06,98636,2002-07-02
17145,Makato,Schwaller,M,1991-06-29,98590,2002-06-26
17462,Shaleah,Lortz,M,1993-02-09,98577,2002-04-05
13487,Geoffrey,Claffy,F,1985-06-12,98540,2002-03-04
10099,Valter,Sullins,F,1988-10-18,98538,2001-10-15
14665,Honesty,Brlek,F,1995-05-12,98538,2002-05-10
17377,Kien,Ambroszkiewicz,F,1986-04-10,98486,2002-04-05
11668,Hiroyasu,Wursthorn,M,1985-10-30,98484,2001-10-24
13715,Licheng,Range,F,1986-11-03,98473,2001-10-07
15811,Ramachenga,Dayang,F,1988-07-10,98414,2002-05-18
16437,Val,Nyrup,M,1989-03-30,98410,2002-03-27
13210,Jianhua,Klassen,M,1986-09-19,98408,2002-07-26
17668,Pohua,Simkin,M,1985-04-12,98408,2002-04-08
17089,Rafail,Erman,F,1985-04-10,98386,2002-04-05
15478,Miyeon,Erbe,M,1994-07-02,98341,2002-06-30
15412,Huai,Thiria,M,1985-08-23,98327,2001-08-19
10510,Keung,Slobodova,F,1990-04-20,98279,2002-04-17
15074,Arnd,Erie,F,1989-09-26,98246,2001-09-23
12513,Niteen,Vesna,F,1985-10-30,98242,2001-10-26
12993,Subhash,Sessa,F,1986-08-25,98203,2001-08-21
13198,Nevin,McAlpine,M,1986-12-21,98177,2001-12-17
11680,Aral,Iwayama,M,1990-05-13,98173,2001-10-03
11645,Olivera,Setia,M,1985-06-10,98169,2002-06-06
17009,Carrsten,Jansen,M,1988-04-16,98077,2001-11-17
12792,Gio,Lally,F,1987-06-08,98039,2002-06-04
16190,Constantine,Fandrianto,M,1986-08-13,98033,2001-08-09
12927,Mohan,Limongiello,F,1985-10-27,98023,2001-10-23
10088,Jungsoon,Syrzycki,F,1988-09-02,98003,2001-08-30
12652,Michaela,Hebden,F,1994-05-15,97989,2002-05-13
13975,Jamaludin,Peternell,M,1991-07-13,97978,2001-09-05
13133,Guther,Senzako,M,1985-09-03,97975,2001-08-30
14237,Abdulla,Gerlach,F,1986-06-13,97969,2002-06-09
15918,Kotesh,Plesums,M,1991-05-18,97969,2002-05-15
17653,Qingxiang,Erva,M,1994-03-20,97968,2002-03-18
12587,Chuanyi,Birsak,M,1988-11-29,97957,2001-11-26
12732,Mara,Takanami,M,1988-04-06,97936,2002-04-02
13483,Arco,Ananiadou,M,1986-02-16,97881,2002-01-06
16375,Zvonko,Begiun,F,1991-03-06,97850,2002-03-03
10050,Yinghua,Dredge,M,1990-12-25,97830,2001-12-22
16474,Gina,Krogh,M,1992-07-26,97822,2002-07-24
17599,Zissis,Viele,F,1986-10-26,97789,2001-10-22
13178,Kankanahalli,Itschner,M,1986-01-10,97765,2001-08-22
15449,Yinghua,Kropf,F,1988-01-16,97751,2002-01-12
11834,Mana,Wegerle,F,1990-04-04,97745,2002-02-03
12979,Aluzio,Ladret,M,1985-08-28,97715,2001-12-13
11298,Jiong,Alvarado,M,1991-12-13,97698,2002-02-01
18018,Sasan,Schrooten,M,1985-12-10,97615,2001-12-06
11881,Arra,Staelin,M,1990-04-08,97602,2002-04-04
16677,Shen,Badr,M,1986-02-04,97558,2002-01-31
11240,Kiam,Condotta,M,1988-11-11,97545,2002-01-03
10885,Rayond,Cronau,M,1991-08-19,97533,2001-08-16
11329,Limsoon,McConalogue,F,1987-05-02,97533,2002-04-28
11328,Xiong,Ferriere,M,1986-08-08,97520,2001-08-04
17375,Jamaludin,Flasterstein,M,1995-03-26,97509,2002-03-24
14137,Takahito,Coors,M,1989-12-17,97468,2001-12-14
10274,Dmitri,Pearson,F,1991-04-21,97449,2002-02-01
14071,Tristan,Manderick,M,1987-05-16,97435,2001-10-28
14462,Marl,Pietrzykowski,F,1985-02-14,97421,2002-04-26
16487,Arunas,Yemenis,M,1985-10-24,97409,2001-10-16
15211,Abdelaziz,Waterhouse,M,1987-11-06,97406,2001-11-02
10330,Kasturi,Bellmore,M,1985-06-12,97400,2001-10-06
10530,Boriana,Coors,F,1987-09-23,97343,2001-09-19
10061,Tse,Herber,M,1985-09-17,97338,2001-11-29
10495,Anyuan,Zhiwei,F,1985-09-29,97302,2001-09-21
17854,Shuho,Bazelow,F,1990-10-12,97240,2002-05-08
16115,Haldun,Silva,F,1985-11-14,97198,2001-11-10
18026,Vesna,Backhouse,F,1993-04-18,97180,2002-04-16
10670,Shunichi,McAffer,M,1988-03-23,97173,2002-03-20
13904,Youngkon,Cairo,M,1987-09-03,97172,2001-08-30
10749,King,Brendel,M,1985-09-26,97148,2001-09-22
17723,Ramya,Holburn,M,1990-11-21,97138,2001-10-06
17485,Kazuhiro,Wynblatt,F,1997-07-12,97121,2002-07-11
12057,Vishv,Speckmann,M,1986-10-12,97071,2001-09-19
18246,Fumino,Asser,F,1996-01-20,97064,2001-12-17
13364,Shuzo,Andreotta,M,1993-05-02,97061,2002-03-17
17420,Jinpo,Stamatiou,F,1987-07-31,97003,2001-10-10
12591,Georgy,Makrucki,M,1995-09-09,96999,2001-10-14
17945,Jovan,Broomell,M,1985-07-20,96999,2002-07-16
11306,Subhankar,Reeken,M,1996-11-20,96997,2001-11-19
16740,Greger,Oehlmann,M,1986-03-06,96996,2002-03-02
14611,Marsja,Coors,M,1990-10-18,96981,2002-05-09
17771,Val,Schwartzbauer,M,1991-02-03,96959,2002-01-31
12817,Bokyung,Rosti,M,1985-12-24,96939,2001-12-20
17443,Arne,Thorelli,M,1985-07-20,96929,2002-07-16
13347,Lein,Sifakis,F,1994-05-25,96926,2002-05-23
14244,Mahmut,Mullainathan,M,1990-10-06,96910,2001-10-03
11663,Maria,Trumbly,F,1987-09-11,96884,2001-09-07
18001,Odoardo,Peral,M,1985-05-09,96848,2001-12-09
10681,Florina,Garnier,M,1992-10-25,96834,2001-09-30
16288,Marl,Vernadat,F,1990-02-20,96787,2002-02-17
12382,Charlene,Zschoche,M,1991-12-20,96766,2001-12-17
17938,Sachio,Zucker,M,1996-01-11,96759,2002-01-09
13864,Gladys,Attimonelli,M,1986-01-31,96758,2002-01-27
15975,Barun,Schueller,F,1985-02-28,96694,2002-03-11
14363,Phule,Yemenis,M,1985-06-27,96691,2002-06-23
10909,Georgi,Atchley,M,1985-04-21,96667,2001-12-24
10024,Suzette,Pettey,F,1997-05-19,96646,2002-06-13
17700,Adam,McAlpine,M,1992-11-23,96624,2001-11-21
10288,Selwyn,Perri,M,1994-08-29,96620,2001-08-27
16997,Horward,Benner,F,1988-03-11,96596,2002-03-08
11901,Baoqiu,Plumb,M,1989-11-10,96588,2002-07-30
16876,Tamiya,Lukaszewicz,M,1987-04-15,96587,2002-04-11
16886,Wilmer,Sundgren,F,1990-01-28,96559,2002-01-25
12048,Rosine,Schwabacher,M,1985-05-25,96550,2002-05-21
14062,Khalid,Luon,M,1987-10-17,96539,2001-10-13
10764,Yunming,Beetstra,F,1989-11-27,96507,2001-11-24
14366,Gererd,Laventhal,F,1990-07-13,96471,2002-07-10
15597,JoAnne,Farris,M,1985-11-09,96440,2001-11-05
17670,Elrique,Spinelli,F,1991-03-14,96438,2002-04-04
12749,Bernt,Keustermans,F,1995-05-23,96425,2002-05-21
10633,Sorina,Herber,M,1985-06-17,96424,2002-05-15
15287,Zhenhua,Kroll,M,1985-12-12,96357,2002-06-13
16871,Munir,Stiles,M,1986-08-23,96354,2001-08-19
13529,Toshimori,Matzen,M,1986-07-06,96351,2002-07-02
16258,Taiji,Rahier,F,1987-01-09,96334,2002-01-05
10086,Somnath,Foote,M,1990-02-16,96333,2002-02-16
10070,Reuven,Garigliano,M,1985-10-14,96322,2001-10-10
13449,Subhada,Coorg,F,1988-04-24,96225,2002-04-21
16853,Sachem,Picci,F,1989-10-29,96223,2001-10-26
14274,Shigeaki,Radivojevic,M,1989-08-08,96210,2002-01-26
11251,Bezalel,Chinal,M,1985-11-26,96160,2002-06-11
17070,Feiyu,Alvarado,M,1987-04-17,96125,2001-10-24
16279,Berhard,Erde,M,1994-11-14,96075,2001-11-12
10228,Karoline,Cesareni,F,1991-08-26,96062,2001-12-20
13786,Takushi,Berendt,F,1988-07-02,95944,2002-05-16
16204,Duangkaew,Shackell,M,1989-01-20,95942,2002-01-17
15595,Tru,Waeselynck,M,1986-04-29,95876,2002-04-25
11839,Navid,Falck,M,1988-12-12,95810,2001-12-11
12041,Val,Marsiglia,M,1990-08-09,95804,2002-01-20
11272,Frederique,Molenkamp,M,1987-07-05,95778,2001-11-24
11155,Moon,Yetto,F,1990-09-08,95727,2002-05-07
13575,Kazuhiko,Hettesheimer,M,1991-03-09,95720,2002-03-06
14737,Houman,Impagliazzo,M,1998-01-11,95720,2001-10-14
10776,Mahmut,Skafidas,F,1986-03-16,95712,2002-03-12
11809,Anneli,Bennis,M,1985-03-12,95708,2002-02-26
14978,Fay,Swan,M,1990-03-11,95701,2001-10-03
14652,Dannz,Jayawardene,M,1986-03-31,95672,2001-11-11
11073,Yuriy,Clemencon,M,1986-08-18,95670,2001-10-20
15656,Mohammad,Schaaf,M,1987-05-26,95661,2002-05-22
11313,Paraskevi,Kusalik,M,1986-02-28,95643,2002-02-24
13607,Khedija,Rusmann,F,1990-11-05,95634,2002-01-13
18039,Danco,Rubsam,F,1988-05-31,95626,2002-05-28
17578,Janche,Molenkamp,F,1989-03-21,95612,2002-05-09
11264,Uma,Oehlmann,F,1986-10-09,95584,2001-10-05
18183,Yongdong,Grospietsch,M,1988-09-04,95572,2001-09-01
12973,Hairong,Pulkowski,F,1987-02-04,95566,2002-01-31
10981,Sugwoo,Dulin,F,1989-01-03,95533,2002-07-05
17482,Basant,Bottner,F,1994-02-10,95529,2002-03-26
16254,Conrado,Koprowski,M,1992-01-21,95517,2001-10-02
15455,Claudi,Kaminger,M,1989-06-19,95499,2002-06-16
11638,JoAnne,Falco,M,1986-03-30,95497,2002-03-26
10678,Chriss,Gide,F,1987-08-02,95475,2002-07-29
17672,Satosi,Setlzner,M,1988-01-22,95426,2002-01-18
17353,Shigeo,Shobatake,F,1988-08-19,95419,2002-04-18
11103,Sanjai,Penttonen,M,1989-03-15,95395,2002-03-12
10965,Eckart,Braunschweig,M,1986-07-29,95372,2002-07-25
13383,Richard,Birke,M,1985-07-30,95366,2002-07-26
17916,Sukumar,Morrin,M,1988-08-28,95363,2001-11-29
15674,Sachio,Journel,M,1988-04-28,95355,2002-04-25
17827,Subhankar,Bondorf,F,1988-06-06,95348,2002-06-03
17757,Kiyomitsu,Shobatake,M,1986-09-27,95343,2001-09-23
13969,Jianwen,Chandrasekhar,F,1985-05-29,95313,2002-05-25
10890,Ramzi,Furudate,M,1988-04-21,95299,2002-03-07
16227,Hitomi,Vural,F,1985-09-25,95264,2001-09-21
12773,Jenwei,Lovengreen,M,1985-03-05,95260,2002-03-01
10609,Janche,Zhang,M,1994-12-03,95241,2001-12-01
12590,Gita,Rosenbaum,M,1993-02-24,95220,2002-02-23
11194,Giap,Tempesti,M,1987-10-25,95201,2001-10-21
11226,Margareta,Akiyama,F,1986-07-13,95170,2002-05-06
17232,Lihong,Baaz,M,1986-05-28,95169,2002-05-24
11283,Shmuel,Codenie,M,1987-06-30,95144,2002-06-26
17609,Saddek,Ressouche,F,1986-11-27,95134,2001-11-23
16657,Yongdong,Heyers,M,1986-07-12,95126,2002-07-08
12112,Satyanarayana,Avouris,M,1986-05-24,95117,2001-09-23
14507,Tsuneo,Gimbel,F,1991-07-01,95093,2002-06-28
16292,Bluma,Lakshmanan,F,1987-06-05,95077,2002-06-01
16462,Marc,Kamble,M,1985-05-16,95070,2002-05-12
15883,Jixiang,Rosin,F,1985-04-02,95068,2002-03-29
13146,Haldon,Erie,M,1985-05-25,95058,2002-05-21
14034,Aloys,Seghrouchni,M,1985-08-26,95058,2001-08-22
18120,Amabile,Frolund,M,1988-05-16,95053,2002-06-02
10917,Tesuya,Slaats,F,1987-12-03,95052,2002-01-28
15637,Vincent,Barinka,M,1992-07-09,95014,2002-07-07
13792,Valery,Sury,M,1985-07-27,94994,2002-07-23
17544,Kien,Marletta,M,1988-07-08,94976,2002-07-05
16448,Tsvetan,Zwicker,M,1985-02-15,94921,2002-04-23
16027,Ramalingam,Vadhan,M,1987-05-09,94871,2002-06-26
15503,Stamatina,Tagansky,F,1985-07-18,94853,2001-12-06
16591,Gregory,Pulkowski,F,1987-10-29,94793,2002-03-01
11753,Fayez,Nishimukai,F,1985-11-16,94787,2002-04-28
16958,Vasiliy,Spelt,M,1987-05-03,94780,2002-04-29
13662,Tianruo,Zucker,F,1989-02-06,94779,2002-02-03
14547,Hongzhu,Stifter,M,1987-03-05,94774,2001-12-14
17066,Heping,Ruther,M,1987-02-27,94762,2002-02-23
10364,Nakhoon,Dengi,M,1985-11-14,94739,2001-11-10
13179,Moty,Janocha,M,1987-04-16,94696,2002-02-18
10005,Kyoichi,Maliniak,M,1989-09-12,94692,2001-09-09
11603,Herb,Swen,F,1985-04-13,94684,2002-04-09
13846,Guiseppe,Welham,M,1985-03-20,94682,2002-03-16
11480,Masoud,Itschner,F,1990-03-13,94643,2001-11-26
14290,Miyeon,Olivero,M,1987-11-12,94612,2002-03-27
12990,Kristina,Benaini,M,1985-07-12,94575,2002-07-08
15269,Eric,Reghbati,F,1986-08-21,94562,2001-08-17
11586,Shridhar,Orsini,M,1997-09-09,94557,2001-09-08
16300,Jackson,Coney,F,1990-09-03,94542,2001-08-31
13643,Geoff,Chenney,M,1989-07-08,94491,2002-07-05
14985,Almudena,Syang,F,1988-12-24,94470,2001-12-21
15709,Lena,Aloisi,F,1985-03-11,94424,2002-03-07
17469,Chiradeep,Khamsi,M,1991-10-18,94416,2001-10-15
10009,Sumant,Peac,F,1985-02-18,94409,2002-02-14
14284,Aleksander,Thiria,F,1989-05-09,94395,2002-05-06
13856,Xiping,Conta,F,1995-04-26,94391,2002-04-24
11670,Evgueni,Kroon,F,1985-05-17,94364,2002-05-13
10411,Lidong,Klerer,F,1989-09-02,94363,2001-08-30
16005,Udo,Sundgren,M,1990-03-13,94349,2001-12-16
15904,Arno,Luff,M,1987-04-28,94323,2002-04-24
18091,Adly,Ferretti,M,1995-03-13,94323,2002-03-11
17149,Leen,Griswold,M,1995-04-27,94309,2001-09-29
18227,Shugo,Dulay,M,1985-07-28,94302,2002-07-24
16156,Fei,Kaminger,M,1998-10-09,94279,2001-08-24
16524,Ashish,Navazio,M,1987-10-08,94265,2002-04-08
11212,Teruyuki,Peternell,M,1985-10-16,94222,2001-10-12
14396,Charmane,Gubsky,M,1987-10-31,94207,2001-10-23
14288,Kayoko,Sevcikova,F,1987-03-18,94167,2002-03-30
10059,Alejandro,McAlpine,F,1991-06-26,94161,2002-06-23
13770,Eirik,Koyama,M,1990-04-26,94151,2002-04-23
16683,Hatem,Ghandeharizadeh,F,1986-11-19,94149,2001-11-15
11678,Zhaofang,Bernick,M,1985-02-24,94144,2002-02-20
17253,Tsvetan,Shinomoto,M,1990-11-15,94099,2001-11-12
17986,Oguz,Angelopoulos,M,1986-11-29,94097,2001-08-25
12499,Izaskun,Lamba,F,1989-12-13,94048,2001-08-24
14119,Katsuo,Georgakopoulos,M,1989-01-14,94017,2001-10-21
15659,Armond,Buchter,M,1989-04-27,94015,2002-04-24
13808,Becky,Stentiford,F,1986-03-08,94005,2002-03-04
12863,Leif,Matheson,M,1985-09-06,93940,2001-09-02
11667,Kristian,Marchegay,F,1990-09-08,93927,2001-09-05
15667,Isamu,Flasterstein,M,1996-04-11,93915,2002-04-10
10769,Vishv,Bouloucos,M,1987-08-16,93880,2001-08-27
15325,Maia,Sadowsky,F,1986-01-04,93868,2001-12-31
12593,Lubomir,Melter,M,1990-09-13,93858,2001-09-10
16838,Martien,Cronin,M,1990-08-07,93848,2002-05-22
10616,Tommaso,Marwedel,F,1988-03-10,93833,2001-11-06
17556,Makato,Tsukuda,F,1987-05-10,93830,2002-07-20
18218,Kiyotoshi,Georgakopoulos,M,1986-01-23,93815,2002-01-19
16912,Billur,Schonegge,M,1987-02-07,93755,2002-02-15
12247,Subbu,Penttonen,F,1985-04-09,93749,2002-04-04
11961,Sumant,Birdsall,F,1997-06-26,93706,2002-06-25
15058,Bouchung,Bugrara,M,1986-05-31,93703,2002-06-15
15757,Jordanka,Lamma,M,1988-08-26,93689,2002-07-29
17505,Gunilla,Moffat,F,1985-04-09,93686,2002-02-17
11604,Deborah,Baar,M,1990-12-11,93674,2001-12-08
17062,Shai,Laurillard,F,1989-05-19,93655,2002-01-13
13661,Marsal,Kobara,M,1990-09-14,93649,2001-09-11
17894,Irena,Swan,F,1986-02-13,93646,2002-02-09
10084,Tuval,Kalloufi,M,1995-12-15,93621,2001-12-13
13805,Barry,Veldwijk,M,1999-04-13,93597,2001-09-08
15544,Wilmer,Molenkamp,F,1986-01-26,93595,2002-05-14
11417,Anneli,Cyne,M,1990-05-15,93584,2001-12-19
16379,Tadanori,Marshall,M,1985-10-08,93537,2001-10-04
12001,Ulf,Hofstetter,F,1989-03-10,93524,2002-06-26
12445,Luisa,Mahmud,M,1986-02-01,93514,2002-01-28
10692,Larisa,Bage,M,1993-03-22,93492,2002-03-20
16489,Junsik,Broder,F,1987-06-30,93490,2002-06-26
15601,Carrsten,Anily,F,1988-12-24,93485,2002-07-08
13830,Arunachalam,Demri,M,1987-02-08,93479,2001-09-07
11796,Sachem,Egerstedt,M,1989-01-23,93459,2002-01-20
13175,Yucai,Swick,M,1991-01-20,93458,2002-01-17
17874,Rutger,Minakawa,M,1988-05-08,93453,2001-12-29
14757,Kerhong,Eiter,M,1988-05-04,93427,2002-05-01
16479,Jixiang,Eiter,M,1986-04-14,93425,2002-04-10
15837,Margareta,Showalter,F,1995-09-27,93413,2001-09-25
15082,Guadalupe,Zirintsis,F,1986-04-01,93412,2002-03-28
16020,Wuxu,Chiola,M,1990-01-04,93410,2002-01-01
12435,Marek,Gadepally,M,1992-04-16,93365,2002-06-26
18136,Cordelia,Jeong,M,1985-10-13,93357,2001-10-09
12909,Dipankar,Lamba,F,1993-10-19,93355,2001-10-19
10273,Baocai,Lieblein,M,1985-11-06,93350,2001-11-02
16571,Francoise,Fiutem,M,1990-05-25,93287,2002-05-22
17994,Oscar,Msuda,M,1990-01-21,93285,2002-07-14
11124,Gladys,Porenta,M,1990-04-16,93281,2002-04-13
14438,Tokuyasu,Gladwell,M,1993-06-02,93270,2002-05-31
14158,Caolyn,Setiz,F,1990-02-06,93254,2002-02-03
12308,Mototsugu,Cronau,M,1985-08-11,93238,2001-08-07
14105,Ramachenga,Orlowski,M,1990-08-05,93237,2002-02-28
