emp_no,first_name,last_name,gender,title,from_date,to_date,years_in_title,title_sequence
10222,Tze,Nourani,M,"Assistant Engineer",1986-06-08,1995-06-08,9.0,1
10222,Tze,Nourani,M,Engineer,1995-06-08,9999-01-01,7.15,2
10223,Carrsten,Schmiedel,F,Engineer,1998-04-01,9999-01-01,4.33,1
10224,Leon,Trogemann,M,Engineer,1988-01-09,1996-01-09,8.0,1
10224,Leon,Trogemann,M,"Senior Engineer",1996-01-09,9999-01-01,6.56,2
10225,Kellie,Chinen,F,Staff,1995-12-14,9999-01-01,6.63,1
10226,Xinglin,Plessier,M,Staff,1996-01-29,9999-01-01,6.51,1
10227,Anneli,Kaiser,M,"Technique Leader",1994-11-01,9999-01-01,7.75,1
10228,Karoline,Cesareni,F,Staff,1992-12-22,1998-12-22,6.0,1
10228,Karoline,Cesareni,F,"Senior Staff",1998-12-22,9999-01-01,3.61,2
10229,Ulises,Takanami,M,Engineer,1996-02-20,2000-06-30,4.36,1
10230,Clyde,Vernadat,M,Staff,1996-06-16,2002-06-16,6.0,1
10230,Clyde,Vernadat,M,"Senior Staff",2002-06-16,9999-01-01,0.13,2
10231,Shaowen,Desikan,F,Staff,1998-09-09,9999-01-01,3.89,1
10232,Marko,Auria,F,Staff,1992-06-04,1998-06-04,6.0,1
10232,Marko,Auria,F,"Senior Staff",1998-06-04,9999-01-01,4.16,2
10233,Lein,Vendrig,F,Staff,1994-04-29,2000-04-28,6.0,1
10233,Lein,Vendrig,F,"Senior Staff",2000-04-28,9999-01-01,2.26,2
10234,Arunachalam,Bakhtari,M,Staff,1990-11-19,1995-11-19,5.0,1
10234,Arunachalam,Bakhtari,M,"Senior Staff",1995-11-19,1999-08-06,3.71,2
10235,Susanta,Roccetti,F,"Senior Engineer",1995-04-06,9999-01-01,7.32,1
10236,Susumu,Bade,F,Staff,1996-08-30,9999-01-01,5.92,1
10237,Yannis,Mandell,F,Staff,1989-08-11,1997-08-11,8.0,1
10237,Yannis,Mandell,F,"Senior Staff",1997-08-11,2000-02-21,2.53,2
10238,Mototsugu,Gire,F,Engineer,1995-03-31,9999-01-01,7.34,1
10239,Nikolaos,Llado,F,Staff,1996-05-04,9999-01-01,6.24,1
10240,Remko,Maccarone,M,Engineer,1998-10-06,9999-01-01,3.82,1
10241,Ortrud,Murillo,M,Staff,1988-06-12,1995-06-13,7.0,1
10241,Ortrud,Murillo,M,"Senior Staff",1995-06-13,9999-01-01,7.13,2
10242,Lunjin,Ozeri,M,Engineer,1988-01-18,1995-01-18,7.0,1
10242,Lunjin,Ozeri,M,"Senior Engineer",1995-01-18,9999-01-01,7.53,2
10243,Wonhee,Pouyioutas,M,"Senior Staff",1986-06-07,9999-01-01,16.15,1
10244,Foong,Flasterstein,M,Engineer,1999-09-16,9999-01-01,2.87,1
10245,Ramalingam,Gente,F,Staff,1994-04-21,1995-02-20,0.84,1
10246,Basem,Teitelbaum,M,"Senior Engineer",1991-02-01,9999-01-01,11.5,1
10247,Heon,Riefers,F,Engineer,1992-08-14,1998-08-14,6.0,1
10247,Heon,Riefers,F,"Senior Engineer",1998-08-14,9999-01-01,3.96,2
10248,Frederique,Tempesti,F,Staff,1991-08-13,1997-08-12,6.0,1
10248,Frederique,Tempesti,F,"Senior Staff",1997-08-12,9999-01-01,4.97,2
10249,Marie,Boreale,M,Engineer,1991-12-08,2000-12-07,9.0,1
10249,Marie,Boreale,M,"Senior Engineer",2000-12-07,9999-01-01,1.65,2
10250,Serap,Etalle,M,Engineer,1992-08-30,2001-08-30,9.0,1
10250,Serap,Etalle,M,"Senior Engineer",2001-08-30,9999-01-01,0.92,2
10251,Alair,Rosenbaum,M,Staff,1992-06-25,2001-06-25,9.0,1
10251,Alair,Rosenbaum,M,"Senior Staff",2001-06-25,9999-01-01,1.1,2
10252,Shirish,Wegerle,F,Engineer,1990-11-08,1998-11-08,8.0,1
10252,Shirish,Wegerle,F,"Senior Engineer",1998-11-08,9999-01-01,3.73,2
10253,Zsolt,Salinas,F,Staff,1985-02-21,1993-02-21,8.0,1
10253,Zsolt,Salinas,F,"Senior Staff",1993-02-21,1994-03-20,1.07,2
10254,Shen,Brattka,M,Staff,1990-06-14,1998-06-14,8.0,1
10254,Shen,Brattka,M,"Senior Staff",1998-06-14,9999-01-01,4.13,2
10255,Roddy,Garnick,M,Engineer,1993-05-12,1999-05-12,6.0,1
10255,Roddy,Garnick,M,"Senior Engineer",1999-05-12,1999-11-14,0.51,2
10256,Irene,Radhakrishnan,M,Staff,1985-10-12,1990-10-12,5.0,1
10256,Irene,Radhakrishnan,M,"Senior Staff",1990-10-12,9999-01-01,11.8,2
10257,Aiman,Riexinger,M,"Technique Leader",1997-07-16,9999-01-01,5.04,1
10258,Basil,Ishibashi,F,"Assistant Engineer",1985-05-17,1991-05-17,6.0,1
10258,Basil,Ishibashi,F,Engineer,1991-05-17,1997-05-16,6.0,2
10258,Basil,Ishibashi,F,"Senior Engineer",1997-05-16,9999-01-01,5.21,3
10259,Susanna,Vesel,M,Staff,1987-07-25,1993-07-24,6.0,1
10259,Susanna,Vesel,M,"Senior Staff",1993-07-24,1999-01-06,5.45,2
10260,Alper,Suomi,F,Engineer,1993-02-01,2002-02-01,9.0,1
10260,Alper,Suomi,F,"Senior Engineer",2002-02-01,9999-01-01,0.5,2
10261,Mang,Erie,M,"Senior Engineer",1996-09-11,1999-02-23,2.45,1
10262,Mahendra,Maraist,F,Staff,1996-01-22,9999-01-01,6.52,1
10263,Takahiro,Waterhouse,M,Staff,1996-12-21,9999-01-01,5.61,1
10264,Nalini,Kawashimo,F,Engineer,1997-07-16,9999-01-01,5.04,1
10265,Ramalingam,Muniz,M,"Senior Engineer",1997-09-12,9999-01-01,4.88,1
10266,Sukumar,Rassart,M,"Senior Engineer",1990-05-25,9999-01-01,12.19,1
10267,Shaunak,Cullers,M,Engineer,1997-04-26,9999-01-01,5.26,1
10268,Nishit,Siochi,M,Engineer,1986-12-17,1990-08-17,3.67,1
10269,Taizo,Oxman,F,Engineer,1988-07-24,1996-07-24,8.0,1
10269,Taizo,Oxman,F,"Senior Engineer",1996-07-24,9999-01-01,6.02,2
10270,Bedir,Hartvigsen,F,Staff,1991-09-26,1999-09-26,8.0,1
10270,Bedir,Hartvigsen,F,"Senior Staff",1999-09-26,9999-01-01,2.85,2
10271,Sham,Eastman,M,Engineer,1986-05-23,1992-05-22,6.0,1
10271,Sham,Eastman,M,"Senior Engineer",1992-05-22,9999-01-01,10.19,2
10272,Yishai,Cannane,M,Staff,1997-10-23,9999-01-01,4.77,1
10273,Baocai,Lieblein,M,Staff,1985-11-06,1991-11-06,6.0,1
10273,Baocai,Lieblein,M,"Senior Staff",1991-11-06,9999-01-01,10.74,2
10274,Dmitri,Pearson,F,Engineer,1997-02-02,9999-01-01,5.49,1
10275,Marek,Luck,F,"Senior Engineer",1987-09-08,9999-01-01,14.9,1
10276,Xuejun,Hempstead,M,Engineer,1986-10-19,1993-10-19,7.0,1
10276,Xuejun,Hempstead,M,"Senior Engineer",1993-10-19,2000-02-04,6.29,2
10277,Isaac,Schwartzbauer,M,Staff,1985-06-16,1991-06-16,6.0,1
10277,Isaac,Schwartzbauer,M,"Senior Staff",1991-06-16,9999-01-01,11.13,2
10278,Lubomir,Nitsch,M,Engineer,1993-07-02,1997-02-14,3.62,1
10279,Barton,Jumpertz,F,Engineer,1995-04-26,9999-01-01,7.27,1
10280,Stabislas,Delgrange,M,Staff,1995-01-27,9999-01-01,7.51,1
10281,Moty,Kusakari,M,Engineer,1994-12-03,2000-12-02,6.0,1
10281,Moty,Kusakari,M,"Senior Engineer",2000-12-02,9999-01-01,1.66,2
10282,Hercules,Benzmuller,M,"Assistant Engineer",1996-05-02,2001-05-02,5.0,1
10282,Hercules,Benzmuller,M,Engineer,2001-05-02,9999-01-01,1.25,2
10283,Kauko,Birjandi,M,Engineer,1988-05-25,1995-05-26,7.0,1
10283,Kauko,Birjandi,M,"Senior Engineer",1995-05-26,9999-01-01,7.18,2
10284,Masali,Murrill,F,Engineer,1999-07-06,9999-01-01,3.07,1
10285,Zhonghui,Preusig,F,Staff,1995-05-25,9999-01-01,7.19,1
10286,Saddek,Gopalakrishnan,F,Staff,1994-12-24,1999-01-24,4.08,1
10287,Marie,Pietracaprina,M,Staff,1992-12-28,2000-12-28,8.0,1
10287,Marie,Pietracaprina,M,"Senior Staff",2000-12-28,9999-01-01,1.59,2
10288,Selwyn,Perri,M,"Technique Leader",1994-08-29,9999-01-01,7.92,1
10289,Shay,Poulakidas,M,"Technique Leader",1993-03-12,2002-01-31,8.89,1
10290,Yongmao,Pleszkun,M,Engineer,1991-09-18,1997-09-17,6.0,1
10290,Yongmao,Pleszkun,M,"Senior Engineer",1997-09-17,9999-01-01,4.87,2
10291,Dipayan,Seghrouchni,M,Staff,1987-03-30,1994-03-30,7.0,1
10291,Dipayan,Seghrouchni,M,"Senior Staff",1994-03-30,9999-01-01,8.34,2
10292,Yucel,Ghelli,F,Staff,1989-06-05,1997-06-05,8.0,1
10292,Yucel,Ghelli,F,"Senior Staff",1997-06-05,9999-01-01,5.16,2
10293,Mihalis,Avouris,F,Engineer,1992-12-12,2001-12-12,9.0,1
10293,Mihalis,Avouris,F,"Senior Engineer",2001-12-12,9999-01-01,0.64,2
10294,Rutger,Miara,M,"Senior Engineer",1999-01-30,1999-05-04,0.26,1
10295,Kristine,Velardi,M,Staff,1995-06-19,2000-06-18,5.0,1
10295,Kristine,Velardi,M,"Senior Staff",2000-06-18,9999-01-01,2.12,2
10296,Petter,Lorho,M,Staff,1989-09-16,1994-09-16,5.0,1
10296,Petter,Lorho,M,"Senior Staff",1994-09-16,9999-01-01,7.87,2
10297,Narain,Oaver,F,Engineer,1986-05-28,1995-05-28,9.0,1
10297,Narain,Oaver,F,"Senior Engineer",1995-05-28,9999-01-01,7.18,2
10298,Dietrich,DuCasse,F,Staff,1999-04-27,9999-01-01,3.26,1
10299,Ipke,Stentiford,F,Staff,1990-01-10,1997-01-10,7.0,1
10299,Ipke,Stentiford,F,"Senior Staff",1997-01-10,9999-01-01,5.56,2
10300,Tadahiko,Ulupinar,F,Engineer,1991-05-17,1996-05-16,5.0,1
10300,Tadahiko,Ulupinar,F,"Senior Engineer",1996-05-16,9999-01-01,6.21,2
10301,Lucien,Staudhammer,M,Staff,1988-05-23,1995-05-24,7.0,1
10301,Lucien,Staudhammer,M,"Senior Staff",1995-05-24,9999-01-01,7.19,2
10302,Faiza,Baer,F,Staff,1986-07-22,1994-07-22,8.0,1
10302,Faiza,Baer,F,"Senior Staff",1994-07-22,1999-11-09,5.3,2
10303,Marlo,Zschoche,M,"Senior Engineer",1990-02-05,2000-11-15,10.78,1
10304,Bernt,Erie,M,Staff,1992-11-16,1997-11-16,5.0,1
10304,Bernt,Erie,M,"Senior Staff",1997-11-16,2002-05-08,4.47,2
10305,Hirochika,Piancastelli,M,Engineer,1988-10-31,1992-06-02,3.59,1
10306,Heng,Kilgour,M,Staff,1993-09-06,9999-01-01,8.9,1
10307,Nikolaos,Leaver,M,Engineer,1999-10-16,9999-01-01,2.79,1
10308,Dzung,Holburn,F,Staff,1992-12-29,2001-12-29,9.0,1
10308,Dzung,Holburn,F,"Senior Staff",2001-12-29,9999-01-01,0.59,2
10309,Prodip,Schusler,F,"Assistant Engineer",1997-05-02,9999-01-01,5.25,1
10310,Aksel,Alencar,M,"Senior Engineer",1990-10-24,2001-07-26,10.75,1
10311,Hsiangchu,Molenkamp,F,Engineer,1998-11-04,9999-01-01,3.74,1
10312,Rasiah,Deyuan,F,"Senior Engineer",1986-08-28,9999-01-01,15.93,1
10313,Subbu,Riexinger,M,Staff,1994-10-10,9999-01-01,7.81,1
10314,Christfried,Apsitis,M,Staff,1986-01-16,1994-01-16,8.0,1
10314,Christfried,Apsitis,M,"Senior Staff",1994-01-16,9999-01-01,8.54,2
10315,Maris,Angelopoulos,M,Engineer,1987-08-28,1994-08-28,7.0,1
10315,Maris,Angelopoulos,M,"Senior Engineer",1994-08-28,9999-01-01,7.93,2
10316,Christoper,Schwaller,M,Engineer,1990-12-18,1991-01-02,0.04,1
10317,Arie,Birge,M,Staff,1999-01-24,9999-01-01,3.52,1
10318,Mototsugu,Beilner,F,Engineer,1987-03-23,1995-03-23,8.0,1
10318,Mototsugu,Beilner,F,"Senior Engineer",1995-03-23,9999-01-01,7.36,2
10319,Mechthild,Miyakawa,M,Staff,1994-06-18,1999-06-18,5.0,1
10319,Mechthild,Miyakawa,M,"Senior Staff",1999-06-18,9999-01-01,3.12,2
10320,Uinam,Stasinski,F,Staff,1988-11-03,1996-11-03,8.0,1
10320,Uinam,Stasinski,F,"Senior Staff",1996-11-03,2001-12-23,5.14,2
10321,Guenter,Ravishankar,M,Staff,1995-07-24,1999-08-14,4.06,1
10322,Isamu,Dahlbom,F,Engineer,1990-01-29,1997-01-29,7.0,1
10322,Isamu,Dahlbom,F,"Senior Engineer",1997-01-29,9999-01-01,5.5,2
10323,Kankanahalli,Hinsberger,M,Engineer,1991-06-06,2000-06-05,9.0,1
10323,Kankanahalli,Hinsberger,M,"Senior Engineer",2000-06-05,9999-01-01,2.15,2
10324,Bernardo,Rouquie,F,Engineer,1999-07-19,9999-01-01,3.04,1
10325,Arunachalam,Badr,M,"Senior Staff",1990-09-20,9999-01-01,11.86,1
10326,Masali,Czap,F,Staff,1998-09-02,9999-01-01,3.91,1
10327,Roded,Facello,M,Engineer,1987-09-18,1993-05-22,5.68,1
10328,Serenella,Kawashima,M,Engineer,1998-07-17,9999-01-01,4.04,1
10329,Remko,Shigei,F,"Technique Leader",1986-01-20,9999-01-01,16.53,1
10330,Kasturi,Bellmore,M,Staff,1993-10-08,9999-01-01,8.81,1
10331,Arto,Binkley,M,Staff,1986-10-29,1991-10-29,5.0,1
10331,Arto,Binkley,M,"Senior Staff",1991-10-29,9999-01-01,10.76,2
10332,Masanao,Bain,F,Engineer,1988-10-20,1994-10-20,6.0,1
10332,Masanao,Bain,F,"Senior Engineer",1994-10-20,1997-03-07,2.38,2
10333,Snehasis,Dymetman,M,Engineer,1993-01-16,1998-01-16,5.0,1
10333,Snehasis,Dymetman,M,"Senior Engineer",1998-01-16,9999-01-01,4.54,2
10334,Falguni,Erie,M,Staff,1998-02-15,9999-01-01,4.46,1
10335,Toshimori,Bahi,F,"Senior Staff",1992-04-06,9999-01-01,10.32,1
10336,Goa,Rothe,F,Staff,1996-09-27,9999-01-01,5.84,1
10337,Jeong,Sadowsky,M,"Assistant Engineer",1998-04-25,9999-01-01,4.27,1
10338,Heon,Ranai,M,Staff,1999-12-29,9999-01-01,2.59,1
10339,Teunis,Liedekerke,M,Engineer,1989-11-30,1997-11-30,8.0,1
10339,Teunis,Liedekerke,M,"Senior Engineer",1997-11-30,9999-01-01,4.67,2
10340,Djelloul,Laventhal,M,Staff,1988-03-30,1993-03-30,5.0,1
10340,Djelloul,Laventhal,M,"Senior Staff",1993-03-30,9999-01-01,9.34,2
10341,Wilmer,Greenaway,F,"Technique Leader",1987-04-29,1998-11-11,11.54,1
10342,Stella,Hiroyama,F,Engineer,1987-07-25,1993-07-24,6.0,1
10342,Stella,Hiroyama,F,"Senior Engineer",1993-07-24,9999-01-01,9.02,2
10343,Dinah,Syrzycki,M,"Senior Engineer",1997-10-03,9999-01-01,4.83,1
10344,Uwe,Garnier,F,"Assistant Engineer",1999-04-19,9999-01-01,3.29,1
10345,Arra,Ratnakar,M,Engineer,1993-11-08,1998-11-08,5.0,1
10345,Arra,Ratnakar,M,"Senior Engineer",1998-11-08,9999-01-01,3.73,2
10346,Aamod,Radwan,M,Staff,1992-01-17,1996-04-20,4.26,1
10347,Pradeep,Kaminger,M,Staff,1998-02-20,9999-01-01,4.44,1
10348,Mahendra,Picco,F,"Technique Leader",1995-10-22,9999-01-01,6.78,1
10349,Oksana,Brodie,F,Staff,1991-09-28,1997-09-27,6.0,1
10349,Oksana,Brodie,F,"Senior Staff",1997-09-27,9999-01-01,4.84,2
10350,Kristen,Kavvadias,F,"Assistant Engineer",1991-05-11,1997-05-10,6.0,1
10350,Kristen,Kavvadias,F,Engineer,1997-05-10,1998-01-16,0.69,2
10351,Tadahiko,Strehl,F,Staff,1995-05-01,9999-01-01,7.25,1
10352,Erzsebet,Ohori,M,Engineer,1998-12-16,9999-01-01,3.62,1
10353,Phule,Hammerschmidt,M,"Senior Staff",1989-08-24,9999-01-01,12.94,1
10354,Moto,Kusakari,M,"Senior Staff",1999-03-03,2002-01-01,2.83,1
10355,Satyanarayana,Cochrane,M,Staff,1996-01-26,9999-01-01,6.51,1
10356,Vasilis,Standera,M,"Senior Staff",1995-06-26,9999-01-01,7.1,1
10357,Hausi,Sidhu,M,Engineer,1994-04-04,1999-04-03,5.0,1
10357,Hausi,Sidhu,M,"Senior Engineer",1999-04-03,9999-01-01,3.33,2
10358,Qunsheng,Tagansky,M,"Technique Leader",1991-02-19,9999-01-01,11.45,1
10359,Heekeun,Sambasivam,F,Engineer,1998-07-20,9999-01-01,4.03,1
10360,Irene,Munck,M,Staff,1996-09-04,9999-01-01,5.91,1
10361,Seshu,Sidou,F,Staff,1986-10-23,1991-10-23,5.0,1
10361,Seshu,Sidou,F,"Senior Staff",1991-10-23,9999-01-01,10.77,2
10362,Shalesh,dAstous,M,"Senior Staff",1990-11-02,1997-07-16,6.7,1
10363,Toshiki,Muniz,F,"Assistant Engineer",1985-09-11,1993-02-12,7.42,1
10364,Nakhoon,Dengi,M,"Senior Engineer",1985-11-14,9999-01-01,16.71,1
10365,Rosine,Granlund,F,Staff,1987-10-22,1992-04-04,4.45,1
10366,Morrie,Piazza,M,Engineer,1997-08-15,9999-01-01,4.96,1
10367,Hyuckchul,Gini,M,Staff,1991-06-24,2000-06-23,9.0,1
10367,Hyuckchul,Gini,M,"Senior Staff",2000-06-23,9999-01-01,2.11,2
10368,Hatim,Koshiba,M,"Assistant Engineer",1996-05-16,9999-01-01,6.21,1
10369,Qunsheng,Toyoshima,M,Staff,1994-09-05,9999-01-01,7.9,1
10370,Clyde,Fandrianto,M,Staff,1992-04-18,1998-04-18,6.0,1
10370,Clyde,Fandrianto,M,"Senior Staff",1998-04-18,9999-01-01,4.29,2
10371,Ioana,Kirkerud,M,"Assistant Engineer",1989-11-28,1998-11-28,9.0,1
10371,Ioana,Kirkerud,M,Engineer,1998-11-28,9999-01-01,3.67,2
10372,Anneli,Frijda,F,"Technique Leader",1985-07-30,9999-01-01,17.0,1
10373,Hongzue,Heijenga,M,Engineer,1997-04-26,9999-01-01,5.26,1
10374,Willard,Rosin,F,Staff,1993-12-08,1996-03-29,2.31,1
10375,Dante,Kalafatis,F,Staff,1994-05-29,2001-05-29,7.0,1
10375,Dante,Kalafatis,F,"Senior Staff",2001-05-29,9999-01-01,1.17,2
10376,Fai,Bale,M,"Technique Leader",1990-12-08,9999-01-01,11.65,1
10377,Marl,Grospietsch,M,"Senior Engineer",1996-08-24,9999-01-01,5.94,1
10378,Takahira,Lichtner,M,"Senior Staff",1992-08-31,9999-01-01,9.92,1
10379,Mikhail,Rosis,M,Engineer,1996-07-15,9999-01-01,6.05,1
10380,Alejandro,Kamble,F,Staff,1985-03-19,1994-03-19,9.0,1
10380,Alejandro,Kamble,F,"Senior Staff",1994-03-19,9999-01-01,8.37,2
10381,Jiong,Parfitt,M,"Assistant Engineer",1991-12-04,2000-12-03,9.0,1
10381,Jiong,Parfitt,M,Engineer,2000-12-03,9999-01-01,1.66,2
10382,Shirish,Dredge,M,Engineer,1998-07-01,2000-10-27,2.32,1
10383,Leucio,Aumann,M,Engineer,1991-06-19,1997-06-18,6.0,1
10383,Leucio,Aumann,M,"Senior Engineer",1997-06-18,9999-01-01,5.12,2
10384,Feiyu,Luft,M,Staff,1986-01-16,1991-01-16,5.0,1
10384,Feiyu,Luft,M,"Senior Staff",1991-01-16,9999-01-01,11.54,2
10385,Khatoun,Imataki,M,Engineer,1992-12-20,1998-01-23,5.09,1
10386,Eishiro,Miyakawa,F,Engineer,1985-08-02,1994-08-02,9.0,1
10386,Eishiro,Miyakawa,F,"Senior Engineer",1994-08-02,9999-01-01,8.0,2
10387,Parto,Wrigley,F,Staff,1994-01-07,1999-01-07,5.0,1
10387,Parto,Wrigley,F,"Senior Staff",1999-01-07,9999-01-01,3.56,2
10388,Hironoby,Kaiser,M,Staff,1999-05-28,9999-01-01,3.18,1
10389,Make,Peir,M,"Technique Leader",1999-05-13,9999-01-01,3.22,1
10390,Wanqing,Bratten,M,"Technique Leader",1989-05-17,9999-01-01,13.21,1
10391,Hongzue,Akaboshi,M,"Assistant Engineer",1993-01-28,2001-01-28,8.0,1
10391,Hongzue,Akaboshi,M,Engineer,2001-01-28,9999-01-01,1.51,2
10392,Jiann,Hainaut,M,Engineer,1992-03-01,1998-03-01,6.0,1
10392,Jiann,Hainaut,M,"Senior Engineer",1998-03-01,9999-01-01,4.42,2
10393,Yagil,DasSarma,M,Engineer,1989-06-23,1995-06-23,6.0,1
10393,Yagil,DasSarma,M,"Senior Engineer",1995-06-23,9999-01-01,7.11,2
10394,Shawna,Meriste,M,Engineer,1991-03-14,1991-08-25,0.45,1
10395,Takahiro,Deverell,M,Engineer,1998-08-10,2001-08-13,3.01,1
10396,Sibyl,Rahier,M,"Senior Engineer",1986-01-11,9999-01-01,16.55,1
10397,Irena,Reutenauer,M,"Technique Leader",1993-05-21,9999-01-01,9.2,1
10398,Shooichi,Escriba,F,"Senior Staff",1990-10-12,9999-01-01,11.8,1
10399,Guenter,Marchegay,F,Staff,2000-01-26,9999-01-01,2.51,1
10400,Ortrud,Nitto,M,"Senior Staff",1993-10-17,9999-01-01,8.79,1
10401,Eckart,Barriga,M,Engineer,1999-10-25,2001-04-25,1.5,1
10402,Volkmar,Ebeling,M,"Technique Leader",1987-01-02,9999-01-01,15.58,1
10403,Atreyi,Mungall,F,Staff,1991-09-13,2000-09-12,9.0,1
10403,Atreyi,Mungall,F,"Senior Staff",2000-09-12,2001-06-15,0.76,2
10404,Prodip,Rosti,F,Engineer,1988-08-28,1996-08-28,8.0,1
10404,Prodip,Rosti,F,"Senior Engineer",1996-08-28,9999-01-01,5.92,2
10405,Hilary,Budinsky,F,"Assistant Engineer",1998-09-26,2000-12-05,2.19,1
10406,Sigeru,Wynblatt,F,Engineer,1996-01-26,9999-01-01,6.51,1
10407,Ulf,Siepmann,M,"Senior Staff",1999-10-30,9999-01-01,2.75,1
10408,Martijn,Kaiser,M,Staff,1998-10-07,9999-01-01,3.82,1
10409,Mario,Straney,M,Engineer,1997-09-26,9999-01-01,4.85,1
10410,Takahito,Gecsei,F,Staff,1993-10-16,1996-07-21,2.76,1
10411,Lidong,Klerer,F,Staff,1989-09-02,1994-09-02,5.0,1
10411,Lidong,Klerer,F,"Senior Staff",1994-09-02,9999-01-01,7.91,2
10412,Masoud,Fabrizio,F,Engineer,1991-11-21,1996-11-20,5.0,1
10412,Masoud,Fabrizio,F,"Senior Engineer",1996-11-20,9999-01-01,5.69,2
10413,Danel,Impagliazzo,F,Staff,1991-12-27,1997-12-26,6.0,1
10413,Danel,Impagliazzo,F,"Senior Staff",1997-12-26,9999-01-01,4.6,2
10414,Yinlin,Alpin,M,"Senior Engineer",1990-05-30,1994-12-02,4.51,1
10415,Mark,Coorg,M,"Senior Engineer",1993-10-25,9999-01-01,8.77,1
10416,Uli,Keustermans,M,Staff,1989-03-24,1996-03-24,7.0,1
10416,Uli,Keustermans,M,"Senior Staff",1996-03-24,9999-01-01,6.35,2
10417,Bingning,Bakhtari,M,Staff,1999-06-27,9999-01-01,3.1,1
10418,Candida,Porotnikoff,F,Staff,1996-10-04,9999-01-01,5.82,1
10419,Maria,Bauknecht,F,Staff,1992-04-25,2000-04-25,8.0,1
10419,Maria,Bauknecht,F,"Senior Staff",2000-04-25,2002-07-06,2.2,2
10420,Kaijung,Riesenhuber,M,Staff,1988-01-17,1997-01-16,9.0,1
10420,Kaijung,Riesenhuber,M,"Senior Staff",1997-01-16,2000-07-09,3.48,2
10421,Divine,Marzano,M,Staff,1990-04-07,1998-04-07,8.0,1
10421,Divine,Marzano,M,"Senior Staff",1998-04-07,9999-01-01,4.32,2
10422,Greger,Rubsam,F,Engineer,1995-01-03,9999-01-01,7.58,1
10423,Dante,Cronin,F,Staff,1999-05-27,9999-01-01,3.18,1
10424,Babette,Straney,M,"Senior Engineer",1989-08-07,9999-01-01,12.98,1
10425,Sashi,Osgood,M,Engineer,1995-05-07,2001-05-06,6.0,1
10425,Sashi,Osgood,M,"Senior Engineer",2001-05-06,2002-05-06,1.0,2
10426,Arunas,Luce,F,"Technique Leader",1985-07-06,9999-01-01,17.07,1
10427,Khosrow,Sudbeck,F,Staff,1994-10-03,1999-10-03,5.0,1
10427,Khosrow,Sudbeck,F,"Senior Staff",1999-10-03,9999-01-01,2.83,2
10428,Cathie,Brlek,M,Staff,1992-06-04,1999-06-05,7.0,1
10428,Cathie,Brlek,M,"Senior Staff",1999-06-05,9999-01-01,3.16,2
10429,Martien,Improta,F,"Senior Engineer",1988-09-23,9999-01-01,13.85,1
10430,Ferdinand,Chenney,M,"Senior Engineer",1998-07-05,9999-01-01,4.07,1
10431,Patricio,Bugrara,M,Staff,1987-10-08,1995-10-08,8.0,1
10431,Patricio,Bugrara,M,"Senior Staff",1995-10-08,9999-01-01,6.81,2
10432,Hisao,Tiemann,F,Staff,1990-08-13,1996-08-12,6.0,1
10432,Hisao,Tiemann,F,"Senior Staff",1996-08-12,9999-01-01,5.97,2
10433,Reuven,Dengi,M,"Assistant Engineer",1992-11-26,1999-11-27,7.0,1
10433,Reuven,Dengi,M,Engineer,1999-11-27,9999-01-01,2.68,2
10434,Dzung,Peltason,F,Engineer,1995-06-27,2001-06-26,6.0,1
10434,Dzung,Peltason,F,"Senior Engineer",2001-06-26,2002-06-22,0.99,2
10435,Marsha,Tagansky,M,Engineer,1996-06-08,9999-01-01,6.15,1
10436,Yahiko,Lammel,M,"Senior Staff",1988-01-30,9999-01-01,14.5,1
10437,Narain,Reeker,F,Engineer,1996-04-12,9999-01-01,6.3,1
10438,Evgueni,Srimani,F,"Assistant Engineer",1990-01-19,1997-01-19,7.0,1
10438,Evgueni,Srimani,F,Engineer,1997-01-19,9999-01-01,5.53,2
10439,Jolita,Jarecki,M,Engineer,1993-05-01,2002-05-01,9.0,1
10439,Jolita,Jarecki,M,"Senior Engineer",2002-05-01,9999-01-01,0.25,2
10440,Akeel,Narahara,F,"Technique Leader",1997-04-04,9999-01-01,5.33,1
10441,Adel,Perfilyeva,M,Engineer,1988-07-12,1993-07-12,5.0,1
10441,Adel,Perfilyeva,M,"Senior Engineer",1993-07-12,9999-01-01,9.05,2
10442,Volkmar,Unno,M,Staff,1992-02-12,1999-02-12,7.0,1
10442,Volkmar,Unno,M,"Senior Staff",1999-02-12,2001-03-13,2.08,2
10443,Shichao,Litvinov,F,"Senior Engineer",1989-08-01,2002-07-06,12.93,1
10444,Kazuhira,Rosis,M,Staff,1994-10-23,9999-01-01,7.77,1
10445,Junichi,Kavanagh,F,Engineer,1987-11-04,1993-11-03,6.0,1
10445,Junichi,Kavanagh,F,"Senior Engineer",1993-11-03,9999-01-01,8.74,2
10446,Ebru,Chepyzhov,F,Engineer,1996-12-25,9999-01-01,5.6,1
10447,Ronghao,Yavatkar,F,"Assistant Engineer",1988-12-29,1997-12-29,9.0,1
10447,Ronghao,Yavatkar,F,Engineer,1997-12-29,2000-11-15,2.88,2
10448,Phule,Oxenboll,F,Staff,1992-03-12,2000-03-12,8.0,1
10448,Phule,Oxenboll,F,"Senior Staff",2000-03-12,9999-01-01,2.39,2
10449,Aleksandar,Sudkamp,M,Staff,1987-03-28,1994-03-28,7.0,1
